season,player_id,player_name,position,height_wo_shoes,height_w_shoes,weight,wingspan,standing_reach,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,three_quarter_sprint,bench_press
2012,203121,Darius Miller,SF-SG,78.0,79.5,233.4,81.0,101.0,7.5,8.5,8.75,33.0,37.0,11.34,3.31,14.0
2012,203113,Quincy Miller,SF,80.75,82.0,218.7,85.25,105.0,7.8,9.25,10.25,30.5,36.0,11.05,3.48,8.0
2012,203183,Tony Mitchell,SG,77.25,78.25,216.4,82.0,100.0,5.7,8.5,10.0,31.5,40.0,11.72,3.47,14.0
2012,203102,Arnett Moultrie,PF,81.5,82.75,232.8,86.25,106.5,7.7,9.25,9.25,33.5,37.5,11.32,3.22,10.0
2012,203122,Kevin Murphy,SG,77.0,78.25,194.0,78.75,99.0,5.8,8.5,8.5,31.0,36.5,10.97,3.42,11.0
2012,203094,Andrew Nicholson,PF,80.5,81.5,234.0,88.0,107.0,7.6,10.0,10.75,28.5,30.5,11.89,3.67,10.0
2012,203124,Kyle O'Quinn,PF,80.5,82.0,240.8,88.75,106.5,8.0,9.5,10.0,31.5,31.5,11.65,3.53,
2012,203101,Miles Plumlee,PF-C,82.5,83.75,252.4,84.75,105.5,11.4,9.25,9.0,34.0,40.5,10.64,3.36,15.0
2012,203085,Austin Rivers,SG-PG,75.5,77.0,202.8,79.25,96.5,6.2,8.5,10.0,32.5,37.5,11.54,3.32,1.0
2012,203080,Thomas Robinson,PF,79.75,80.75,244.2,87.25,106.0,5.0,9.75,10.5,28.5,35.5,11.96,3.17,15.0
2012,203082,Terrence Ross,SG-SF,78.0,79.0,196.6,79.25,100.5,3.2,8.75,10.25,31.0,37.5,11.78,3.28,2.0
2012,203107,Tomas Satoransky,PG-SG,78.5,79.5,200.6,79.25,100.0,5.2,8.5,9.5,,,,,
2012,203118,Mike Scott,PF,79.25,80.75,240.8,82.75,104.0,10.6,8.5,9.0,27.0,32.5,11.59,3.44,14.0
2012,203156,Henry Sims,C-PF,82.0,83.75,241.2,88.0,108.0,7.7,9.25,10.0,26.5,29.5,12.33,3.44,7.0
2012,203096,Jared Sullinger,PF,79.75,81.0,268.2,85.25,105.5,10.7,9.25,9.75,29.5,31.0,12.77,3.81,9.0
2012,203116,Tyshawn Taylor,PG,74.75,76.0,177.0,78.25,97.5,4.2,8.75,8.75,32.0,36.5,11.48,3.2,0.0
2012,12507,Jordan Taylor,PG,73.0,74.0,192.8,75.0,92.5,5.5,8.25,9.5,33.0,36.5,10.57,3.19,14.0
2012,203106,Jeff Taylor,SF-SG,78.0,79.25,212.8,78.25,101.5,4.2,8.25,9.75,33.5,40.0,10.87,3.29,15.0
2012,203104,Marquis Teague,PG,73.0,74.0,179.8,79.25,96.5,6.3,8.25,7.75,32.5,40.5,10.65,3.19,8.0
2012,203138,Hollis Thompson,SF,78.75,80.0,206.0,81.5,102.5,6.0,8.25,9.75,28.5,36.5,11.72,3.38,6.0
2012,203079,Dion Waiters,SG,74.5,76.0,221.0,79.25,98.0,8.5,8.5,9.5,,,,,
2012,203091,Royce White,PF,79.0,80.0,260.6,84.0,104.5,10.6,9.5,11.5,,,,,
2012,203100,Tony Wroten,PG,76.75,78.0,203.2,81.0,101.0,5.2,8.0,9.0,30.0,35.5,10.75,3.24,0.0
2012,203092,Tyler Zeller,PF-C,83.25,84.5,247.4,84.0,104.5,6.4,9.0,9.75,30.0,34.0,11.13,3.4,16.0
2013,203500,Steven Adams,C,82.75,84.0,254.5,88.5,109.5,6.65,9.5,11.0,28.5,33.0,11.85,3.4,16.0
2013,203505,Vander Blue,SG,75.5,77.25,197.4,78.0,100.5,4.6,8.5,9.5,28.0,37.5,10.4,3.14,4.0
2013,203485,Lorenzo Brown,PG,76.0,77.25,189.2,79.0,100.0,3.95,8.25,8.5,28.0,34.0,11.78,3.4,8.0
2013,203493,Reggie Bullock,SG-SF,77.75,79.0,199.8,80.75,102.0,6.95,8.5,9.0,31.0,36.5,11.33,3.31,11.0
2013,203504,Trey Burke,PG,71.75,73.25,187.0,77.5,97.5,6.9,8.25,8.75,29.5,36.5,11.2,3.16,3.0
2013,203484,Kentavious Caldwell-Pope,SG,76.5,77.5,203.6,80.0,100.5,6.45,8.5,9.0,29.0,34.5,10.6,3.12,7.0
2013,203477,Isaiah Canaan,PG,71.0,72.0,188.4,76.5,94.5,5.9,8.25,9.5,33.0,40.5,10.98,3.22,16.0
2013,203478,Jackie Carmichael,PF,79.5,81.0,241.2,85.5,107.0,5.8,9.0,10.25,30.0,32.0,11.83,3.35,13.0
2013,203487,Michael Carter-Williams,PG,76.75,77.75,184.4,79.25,101.0,4.4,7.5,8.5,31.5,41.0,10.68,3.22,8.0
2013,12524,Will Clyburn,SF-SG,77.75,79.0,210.4,84.25,105.0,6.85,9.25,10.25,28.0,34.5,11.68,3.38,3.0
2013,203496,Robert Covington,SF-PF,78.25,79.5,208.6,85.75,106.0,4.7,9.0,8.5,29.5,36.0,11.69,3.34,9.0
2013,203459,Allen Crabbe,SG,77.25,78.25,197.4,83.25,103.5,4.65,8.25,8.5,30.5,36.0,10.67,3.32,10.0
2013,203552,Seth Curry,SG,73.0,75.0,179.2,76.0,97.5,9.6,8.0,8.25,,,,,
2013,203561,Brandon Davies,PF,80.5,82.25,241.8,85.5,108.5,8.6,9.0,11.0,26.0,31.5,11.22,3.5,7.0
2013,203473,Dewayne Dedmon,C,82.0,83.5,238.8,88.0,109.0,8.35,9.0,11.0,28.0,32.5,12.75,3.4,8.0
2013,203476,Gorgui Dieng,C,81.75,82.75,229.6,87.5,111.5,5.35,9.0,10.0,,,,,
2013,203516,James Ennis,SF,77.75,79.0,200.8,83.5,104.5,4.5,8.5,8.75,29.5,36.5,11.55,3.4,7.0
2013,203467,Carrick Felix,SF-SG,76.75,78.25,202.6,81.25,103.5,3.3,8.5,9.5,32.0,38.5,11.16,3.25,15.0
2013,203479,Jamaal Franklin,SG-SF,76.0,77.25,190.8,83.25,103.5,8.25,8.5,8.25,,,,,
2013,203497,Rudy Gobert,C,84.5,86.0,237.6,92.5,115.0,4.4,9.75,10.0,25.0,29.0,12.85,3.57,7.0
2013,203462,Archie Goodwin,SG,75.75,77.25,189.0,81.5,102.0,4.55,8.5,9.0,30.0,36.0,10.75,3.27,1.0
2013,203475,Erick Green,PG,73.5,75.0,178.2,77.75,98.0,4.35,8.5,9.0,,,,,5.0
2013,203501,Tim Hardaway Jr.,SG,76.5,78.25,199.4,79.0,101.0,6.05,8.0,9.25,31.5,37.5,10.68,3.25,16.0
2013,203524,Solomon Hill,SF,77.5,79.0,226.0,81.0,103.0,7.6,9.0,10.5,29.5,37.5,10.77,3.19,14.0
2013,203494,Richard Howell,PF,78.25,79.5,249.6,82.25,105.5,8.75,8.75,9.5,,,,,
2013,203470,Colton Iverson,C,82.5,84.0,262.8,86.0,110.0,9.6,9.25,9.5,26.5,30.0,11.52,3.52,12.0
2013,203510,Pierre Jackson,PG,69.5,70.5,176.0,70.0,90.0,4.5,7.5,8.25,,,,,
2013,203511,Grant Jerrett,PF,80.75,82.25,232.0,86.0,109.0,10.05,8.5,9.25,28.5,34.0,11.85,3.51,2.0
2013,203509,Myck Kabongo,PG,73.25,74.75,180.4,78.25,98.0,6.0,8.25,9.0,27.5,33.5,10.64,3.44,2.0
2013,203483,Kenny Kadji,PF-C,80.75,82.0,241.6,87.0,106.5,7.45,9.0,10.25,34.0,38.0,11.47,3.44,9.0
2013,203527,Ryan Kelly,PF,81.75,83.75,228.0,83.5,110.0,14.75,9.0,10.0,,,,,
2013,203499,Shane Larkin,PG,70.25,71.5,170.8,70.75,89.5,3.8,7.5,8.75,34.5,44.0,10.64,3.08,12.0
2013,203495,Ricky Ledo,SG,76.75,78.0,197.2,79.25,102.5,10.25,8.5,9.25,27.0,33.5,10.72,3.32,4.0
2013,203458,Alex Len,C,,,,87.5,,6.4,9.0,10.75,,,,,
2013,203466,CJ Leslie,PF-SF,79.5,80.75,209.2,86.25,104.5,7.95,8.75,9.0,32.5,40.5,10.19,3.1,
2013,203522,Trevor Mbakwe,PF,78.75,80.0,235.8,88.0,106.5,5.9,9.5,11.5,30.0,36.5,12.01,3.32,21.0
2013,203492,Ray McCallum,PG,72.25,73.75,191.4,75.25,96.5,7.3,8.0,8.75,30.5,40.0,10.82,3.25,5.0
2013,203468,CJ McCollum,PG-SG,74.25,75.25,197.0,78.25,96.5,8.6,8.0,9.5,32.0,38.5,11.02,3.32,13.0
2013,203463,Ben McLemore,SG,75.5,76.75,189.2,79.75,100.5,5.0,8.75,9.5,32.5,42.0,11.87,3.27,6.0
2013,203502,Tony Mitchell,PF-SF,79.5,80.75,236.4,86.5,106.5,5.55,9.0,10.0,33.5,38.0,11.82,3.52,13.0
2013,203498,Shabazz Muhammad,SF-SG,76.75,78.25,221.8,83.0,104.5,9.0,9.0,10.0,29.5,37.0,10.99,3.32,10.0
2013,203513,Erik Murphy,PF,80.75,81.5,239.8,82.5,108.0,7.95,8.75,9.75,24.5,29.5,12.19,3.57,13.0
2013,203488,Mike Muscala,C-PF,82.25,83.5,230.2,85.0,108.0,6.8,8.5,9.0,28.0,33.5,11.76,3.44,5.0
2013,203457,Nerlens Noel,C,82.0,83.75,206.4,87.75,110.0,4.15,9.5,10.0,,,,,
2013,203506,Victor Oladipo,SG,75.25,76.25,213.2,81.25,100.5,6.55,8.75,9.25,33.0,42.0,10.69,3.25,15.0
2013,203482,Kelly Olynyk,PF-C,82.75,84.0,234.0,81.75,108.0,6.65,8.5,10.0,24.5,29.5,11.42,3.59,5.0
2013,203464,Brandon Paul,SG,74.75,76.0,201.0,82.25,98.0,5.25,8.5,9.5,33.5,39.5,11.16,3.37,15.0
2013,203658,Norvel Pelle,PF-C,81.5,82.5,207.2,86.5,109.0,5.15,8.75,9.5,31.0,34.5,11.49,3.32,0.0
2013,203486,Mason Plumlee,C-PF,83.25,84.5,238.2,83.0,108.0,6.15,9.75,9.5,30.5,36.0,10.89,3.29,14.0
2013,203490,Otto Porter,SF,79.5,80.5,197.6,85.5,105.5,6.65,8.75,9.25,27.0,36.0,11.25,3.4,9.0
2013,203515,Phil Pressey,PG,69.5,71.5,177.0,74.25,92.0,4.7,7.75,9.75,33.0,38.5,10.86,3.13,7.0
2013,203318,Glen Rice,SF-SG,76.5,77.75,210.8,81.25,101.5,8.45,8.5,9.0,33.0,40.5,10.99,3.25,10.0
2013,203460,Andre Roberson,PF-SF,78.25,79.0,205.8,83.0,104.5,7.05,8.75,9.5,30.0,36.5,11.36,3.34,10.0
2013,203471,Dennis Schroder,PG,73.0,74.0,164.8,79.75,98.0,4.1,8.75,10.5,30.0,34.0,11.09,3.21,1.0
2013,203491,Peyton Siva,PG,71.5,73.0,180.6,75.0,93.0,6.05,8.0,9.75,33.5,41.5,10.59,3.16,15.0
2013,203503,Tony Snell,SF-SG,78.0,79.25,198.2,83.5,105.5,4.85,9.0,9.5,30.0,36.5,11.36,3.25,7.0
2013,203480,James Southerland,SF-PF,79.0,80.0,220.6,85.0,106.0,8.05,8.0,9.5,29.0,32.0,10.9,3.38,5.0
2013,203519,Adonis Thomas,SF,76.75,77.75,231.8,85.0,99.0,7.5,9.25,9.5,34.5,40.5,11.64,3.32,13.0
2013,203472,Deshaun Thomas,SF,77.0,79.0,219.8,82.0,104.0,9.1,8.0,8.75,28.5,32.0,12.94,3.53,5.0
2013,203481,Jeff Withey,C,82.75,84.5,221.8,86.0,110.5,8.65,9.0,9.75,26.5,29.0,12.49,3.47,10.0
2013,203489,Nate Wolters,PG,75.5,76.75,196.4,75.75,98.0,5.5,8.25,8.75,,,,,8.0
2013,203523,BJ Young,SG-PG,74.25,75.5,178.8,80.25,99.0,4.7,8.5,9.5,,,,,
2013,203469,Cody Zeller,C-PF,82.75,84.25,230.0,82.75,106.0,4.75,8.5,10.5,35.5,37.5,10.82,3.15,17.0
2014,203919,Jordan Adams,SG,75.5,76.75,208.8,82.0,102.0,10.8,8.5,7.5,24.5,29.5,12.13,3.5,
2014,203937,Kyle Anderson,SF,79.5,80.5,230.1,86.75,107.5,13.35,8.25,8.75,,,,,
2014,203648,Thanasis Antetokounmpo,SF,77.25,78.25,205.2,84.0,104.5,6.05,9.0,9.75,31.5,39.5,11.39,3.18,
2014,203947,Jordan Bachynski,PF,85.25,86.0,254.1,88.0,108.5,7.45,9.25,10.0,29.0,33.0,12.15,3.36,
2014,203946,Cameron Bairstow,PF,80.75,81.75,252.4,84.75,107.0,8.7,8.75,9.0,31.0,33.5,11.39,3.37,
2014,203920,Khem Birch,PF,79.5,81.25,208.8,85.0,107.0,6.0,9.0,8.5,30.5,35.5,11.6,3.26,
2014,203938,Alec Brown,PF,84.25,85.25,231.2,85.5,109.0,7.7,9.25,8.75,27.0,30.0,12.05,3.48,
2014,203900,Markel Brown,SG,74.5,75.5,184.4,80.75,100.0,4.2,8.25,9.75,36.5,43.5,12.62,3.18,
2014,203913,Jabari Brown,SG,75.0,76.25,201.9,80.25,100.0,6.05,9.0,9.25,28.0,32.0,11.6,3.5,
2014,203907,Deonte Burton,PG,72.0,73.25,192.8,79.0,97.5,7.65,8.25,8.0,29.0,39.5,11.28,3.28,
2014,203902,Semaj Christon,PG,73.5,75.25,186.0,78.5,99.0,5.25,8.5,8.25,30.5,36.5,11.55,3.32,
2014,203903,Jordan Clarkson,PG,75.25,77.0,186.3,80.0,98.0,4.3,8.25,9.0,33.0,38.5,10.76,3.28,
2014,203905,Aaron Craft,PG,72.75,73.75,191.6,74.0,94.5,6.1,7.75,8.5,29.0,32.0,10.78,3.26,
2014,203908,DeAndre Daniels,SF,79.25,80.5,196.0,86.0,106.5,3.85,9.25,10.5,26.5,32.0,11.46,3.44,
2014,203915,Spencer Dinwiddie,PG,76.5,78.0,204.9,80.25,103.0,5.35,8.25,9.0,,,,,
2014,203921,Cleanthony Early,SF,78.0,79.25,209.4,82.75,101.5,4.45,8.5,9.0,34.0,40.0,11.15,3.18,
2014,203929,Melvin Ejim,SF,77.25,79.0,218.5,83.25,103.5,6.45,8.75,9.25,29.5,35.0,11.55,3.14,
2014,203898,Tyler Ennis,PG,73.0,74.5,181.5,79.25,98.0,6.2,8.25,8.75,29.0,36.0,11.12,3.3,
2014,203957,Dante Exum,SG,76.5,78.0,196.3,81.5,103.0,6.4,8.5,9.5,31.5,34.5,10.75,3.19,
2014,203927,C.J. Fair,SF,78.5,80.0,218.1,81.5,104.0,5.05,9.0,9.0,27.0,35.0,11.0,3.32,
2014,203932,Aaron Gordon,PF,79.5,80.75,220.1,83.75,105.0,5.05,8.75,10.5,32.5,39.0,10.81,3.27,
2014,203924,Jerami Grant,SF,78.5,79.75,214.0,86.75,107.0,3.75,9.25,9.25,,,,,
2014,203798,P.J. Hairston,SG,76.25,77.25,228.8,81.0,101.0,8.2,8.75,9.75,32.0,37.0,11.12,3.32,
2014,203914,Gary Harris,SG,74.5,76.5,204.8,78.75,96.0,4.55,8.5,9.5,,,,,
2014,203925,Joe Harris,SG,76.75,78.25,215.0,78.0,100.0,6.2,8.5,9.75,28.5,33.5,11.11,3.31,
2014,203918,Rodney Hood,SF,79.25,80.5,208.2,80.5,103.0,7.45,8.5,8.5,29.0,36.0,11.21,3.38,
2014,203928,Cory Jefferson,PF,79.75,81.0,218.4,84.5,105.0,5.25,8.75,9.75,33.0,37.5,12.63,3.36,
2014,203910,Nick Johnson,SG,73.5,75.0,198.0,79.25,96.5,6.05,8.75,9.75,33.5,41.5,10.8,3.27,
2014,203930,Sean Kilpatrick,SG,74.5,76.25,218.7,79.0,99.0,9.2,9.0,9.0,,,,,
2014,203945,Alex Kirk,PF,81.25,82.75,252.0,87.5,109.5,13.6,9.25,10.5,28.5,31.5,11.2,3.48,
2014,203897,Zach LaVine,PG,76.5,77.75,180.9,80.25,100.0,4.7,8.25,8.75,33.5,41.5,10.42,3.19,
2014,203906,Devyn Marble,SG,77.0,78.5,192.4,81.0,102.0,6.9,8.25,8.5,29.0,35.0,11.32,3.28,
2014,203949,James McAdoo,PF,79.5,80.75,227.6,86.25,106.5,6.15,9.25,9.0,29.5,34.0,11.61,3.28,
2014,203909,K.J. McDaniels,SF,76.5,78.0,195.6,83.25,102.0,4.45,8.75,9.75,33.0,37.0,12.71,3.1,
2014,203926,Doug McDermott,SF,78.25,79.75,218.0,81.25,103.0,7.1,8.75,9.75,28.5,36.5,11.1,3.29,
2014,203895,Jordan McRae,SG,75.75,77.25,179.4,84.5,104.0,5.2,8.75,8.5,27.5,34.5,11.07,3.39,
2014,203894,Shabazz Napier,PG,71.0,73.0,175.2,75.25,93.0,7.35,8.25,8.5,30.5,37.5,11.6,3.2,
2014,203948,Johnny O?Bryant III,PF,79.25,80.5,256.8,86.25,105.0,10.75,9.25,9.5,31.0,35.5,11.57,3.45,
2014,203934,Lamar Patterson,SG,76.0,77.25,226.0,83.0,101.0,10.75,9.0,9.25,27.5,32.5,11.63,3.45,
2014,203940,Adreian Payne,PF,81.0,81.75,238.5,88.0,109.0,7.55,9.25,9.5,,,,,
2014,203901,Elfrid Payton,PG,74.5,75.75,185.4,80.0,98.5,5.65,8.75,9.0,31.5,35.5,11.06,3.23,
2014,203939,Dwight Powell,PF,81.5,83.0,234.4,84.5,105.0,6.2,9.0,9.25,28.5,35.0,11.28,3.2,
2014,203944,Julius Randle,PF,79.75,81.0,249.7,84.0,105.5,9.4,8.75,8.25,29.0,35.5,11.45,3.27,
2014,203922,Glenn Robinson III,SF,77.5,78.75,211.4,82.0,100.5,5.05,9.0,9.5,36.5,41.5,11.22,3.15,
2014,203941,LaQuinton Ross,SF,78.5,79.5,238.7,85.75,106.0,16.3,8.75,9.75,25.0,31.0,11.97,3.44,
2014,203935,Marcus Smart,PG,74.0,75.25,227.2,81.25,99.0,10.55,9.0,8.75,33.0,36.0,10.82,3.26,
2014,203893,Russ Smith,PG,71.5,72.75,160.0,75.5,95.0,3.5,8.25,8.5,29.5,34.0,11.57,3.27,
2014,203917,Nik Stauskas,SG,77.25,78.5,206.9,79.75,102.0,12.05,8.5,8.5,29.0,35.5,10.79,3.27,
2014,203950,Jarnell Stokes,PF,79.0,80.5,262.8,85.25,103.5,8.2,9.75,10.5,31.0,36.0,11.92,3.26,
2014,203904,Xavier Thames,PG,74.25,75.5,187.0,76.0,96.0,6.4,8.25,9.0,29.0,32.5,11.48,3.48,
2014,203943,Noah Vonleh,PF,80.0,81.5,247.1,88.25,108.0,7.3,9.75,11.75,31.0,37.0,11.45,3.28,
2014,203933,T.J. Warren,SF,79.0,80.25,220.2,82.25,104.0,7.95,8.75,9.0,27.0,35.5,11.1,3.26,
2014,203912,C.J. Wilcox,SG,75.5,77.0,201.0,81.75,100.5,6.5,8.75,9.0,31.0,37.5,11.3,3.22,
2014,203899,Kendall Williams,PG,74.25,75.75,183.0,77.5,99.0,7.2,8.0,7.75,27.0,33.0,10.83,,
2014,203942,Patric Young,PF,80.5,82.0,246.8,85.75,103.5,5.45,9.25,9.5,32.0,37.5,11.18,3.43,
2014,203923,James Young,SG,77.25,78.75,213.3,84.0,104.0,5.1,9.0,9.5,28.0,35.5,,,
2015,1626146,Cliff Alexander,PF-C,79.25,80.5,239.2,87.5,109.5,5.8,9.5,10.25,,,,,
2015,1626147,Justin Anderson,SF-SG,77.25,78.25,230.6,83.75,101.0,5.0,8.5,9.5,38.0,43.0,11.13,3.22,12.0
2015,1626165,Brandon Ashley,PF,79.25,80.5,228.0,87.75,105.0,8.8,9.0,9.5,31.5,35.5,11.21,3.58,9.0
2015,1626207,Ryan Boatright,PG,70.0,71.0,169.6,72.5,92.5,6.6,7.5,8.75,32.0,41.0,10.71,3.26,10.0
2015,1626164,Devin Booker,SG,76.5,77.75,205.8,80.25,102.5,8.3,8.75,9.0,27.5,34.5,10.27,3.28,8.0
2015,1626148,Anthony Brown,SF-SG,77.75,79.25,211.0,83.0,104.5,6.1,8.5,9.0,27.5,34.5,10.94,3.18,4.0
2015,1626161,Willie Cauley-Stein,C,83.25,84.5,242.4,87.0,111.0,6.3,9.5,9.0,,,,,
2015,1626176,Rakeem Christmas,PF-C,80.25,81.75,242.6,89.25,110.5,9.6,9.25,9.0,29.0,32.0,11.6,3.47,9.0
2015,1626192,Pat Connaughton,SG,76.0,77.25,215.0,80.0,96.0,10.2,8.5,9.25,37.5,44.0,10.58,3.2,13.0
2015,1626188,Quinn Cook,PG,72.25,74.0,179.0,76.0,96.5,6.7,7.5,8.75,24.5,31.0,11.44,3.38,14.0
2015,1626183,Branden Dawson,PF,77.5,78.75,230.2,83.0,105.0,5.8,9.0,8.75,28.5,34.5,12.22,3.2,12.0
2015,1626155,Sam Dekker,SF,79.75,81.0,218.6,83.5,106.0,7.5,8.5,9.25,25.5,34.5,10.64,3.28,5.0
2015,1626187,Michael Frazier II,SG,75.75,76.25,199.4,80.0,101.5,7.4,8.25,9.25,27.0,35.0,10.66,3.32,10.0
2015,1626203,Treveon Graham,SF,76.0,77.75,219.4,82.5,103.0,5.5,8.5,8.25,28.5,31.5,11.64,3.3,11.0
2015,1626170,Jerian Grant,PG,75.25,76.25,198.0,79.5,100.0,5.6,8.25,8.5,,,,,
2015,1626152,Olivier Hanlan,PG-SG,75.25,76.25,185.8,78.0,100.0,4.3,8.0,8.75,28.0,34.0,11.41,3.25,19.0
2015,1626149,Montrezl Harrell,PF,79.0,79.5,253.4,88.25,109.0,11.9,9.0,9.75,,,,,
2015,1626150,Andrew Harrison,PG,76.5,77.5,213.2,81.0,100.0,5.9,8.25,9.25,26.5,33.0,11.2,3.34,
2015,1626151,Aaron Harrison,SG,76.5,78.0,209.2,80.25,100.5,6.0,8.75,10.0,28.5,34.5,,3.27,1.0
2015,1626227,Tyler Harvey,SG,74.75,76.0,181.4,77.5,98.5,9.2,7.75,8.75,26.0,28.5,10.56,3.44,1.0
2015,1626186,Corey Hawkins,SG-PG,72.75,73.75,191.8,80.0,99.5,5.5,8.75,9.0,28.5,34.0,10.81,3.51,9.0
2015,1626178,Rondae Hollis-Jefferson,SF,77.5,79.0,210.8,86.0,104.0,5.0,8.75,9.75,32.0,38.0,10.41,3.12,13.0
2015,1626158,Richaun Holmes,PF,80.25,81.5,242.8,85.5,108.0,8.8,8.5,8.5,32.5,36.0,11.24,3.32,15.0
2015,1626182,Jonathan Holmes,PF-SF,80.25,81.25,242.2,83.5,107.5,7.2,8.25,9.5,25.5,31.0,10.95,3.51,
2015,1626154,R.J. Hunter,SG,76.5,78.0,185.0,82.5,104.0,6.0,8.5,8.25,27.5,33.5,10.87,3.26,1.0
2015,1626205,Vince Hunter,PF,78.75,79.5,208.4,83.0,104.5,4.6,9.0,8.75,33.5,37.5,11.19,3.26,13.0
2015,1626177,Dakari Johnson,C,83.0,83.75,264.6,86.0,112.0,14.9,9.25,10.5,22.5,25.0,11.76,3.62,4.0
2015,1626169,Stanley Johnson,SF,77.0,78.5,241.8,83.5,102.0,7.5,9.0,9.0,,,,,
2015,1626145,Tyus Jones,PG,72.5,74.0,184.6,77.0,97.0,6.5,8.25,8.75,26.5,32.5,11.84,3.32,2.0
2015,1626163,Frank Kaminsky,C-PF,83.75,84.75,231.2,83.0,109.5,9.4,8.5,9.5,,,,,
2015,1626172,Kevon Looney,PF,80.0,81.25,222.4,87.5,110.0,11.9,9.5,9.25,,,,,
2015,1626168,Trey Lyles,PF,81.0,82.25,241.2,85.5,108.0,12.1,9.25,10.25,,,,,
2015,1626185,Jarell Martin,PF,80.0,81.25,238.6,81.0,106.5,10.1,8.25,9.5,28.5,35.0,11.2,3.27,19.0
2015,204456,TJ McConnell,PG,72.5,74.0,187.8,74.0,96.5,7.3,7.5,7.0,26.0,31.5,10.95,3.3,7.0
2015,1626191,Chris McCullough,PF,80.25,81.0,199.0,87.25,109.0,6.2,8.75,8.75,,,,,
2015,1626175,Jordan Mickey,PF,79.0,80.25,238.0,87.25,106.0,7.2,8.75,9.5,33.0,37.5,11.72,3.28,9.0
2015,2006,Larry Nance,PF,79.5,80.5,226.6,85.5,108.0,6.4,9.0,9.75,29.0,37.5,10.93,3.25,10.0
2015,1626162,Kelly Oubre,SF-SG,77.75,78.75,202.8,86.25,102.5,5.7,9.0,8.75,34.5,37.0,11.09,3.32,7.0
2015,1626166,Cameron Payne,PG,72.75,73.5,182.8,79.25,97.5,6.3,8.5,8.25,29.75,35.5,10.9,3.28,0.0
2015,1626189,Terran Petteway,SG,76.75,78.0,209.2,83.25,104.5,4.9,8.25,8.25,25.0,31.0,10.91,3.32,15.0
2015,1626171,Bobby Portis,PF,81.5,82.5,246.2,86.0,108.5,8.9,9.5,9.25,25.0,31.5,11.78,3.56,5.0
2015,1626181,Norman Powell,SG,75.0,76.25,215.4,82.75,102.5,6.4,9.25,9.0,32.5,40.5,10.69,3.2,5.0
2015,1626180,Michael Qualls,SG-SF,76.0,77.0,201.4,84.25,104.5,4.0,9.0,10.25,34.0,39.5,11.88,3.18,9.0
2015,1626184,Chasson Randle,PG,72.25,73.5,178.8,79.0,96.5,4.5,8.5,9.5,33.5,39.5,10.63,3.2,6.0
2015,1626179,Terry Rozier,PG-SG,72.5,74.25,190.2,80.25,98.5,5.6,8.25,8.5,33.0,38.0,10.84,3.15,7.0
2015,1626156,D?Angelo Russell,PG-SG,75.25,77.0,193.4,81.75,102.0,8.3,8.75,9.75,,,,,
2015,1626208,Keifer Sykes,PG,70.5,71.75,167.2,74.0,93.0,5.0,8.5,9.5,34.0,43.0,10.47,3.13,8.0
2015,1626194,Marcus Thornton,PG-SG,73.75,74.75,177.4,79.75,97.5,5.3,8.25,8.5,34.5,43.0,10.78,3.02,3.0
2015,1626160,J.P. Tokoto,SF-SG,77.25,78.25,195.8,82.0,100.5,4.1,8.0,8.75,34.5,40.0,10.97,3.27,12.0
2015,1626167,Myles Turner,C-PF,81.75,83.5,238.6,88.0,112.0,9.3,9.25,9.25,,,,,
2015,1626193,Robert Upshaw,C,82.75,84.0,258.2,89.5,113.0,12.5,10.0,11.0,,,,,
2015,1626173,Rashad Vaughn,SG,75.75,77.0,198.6,79.0,101.0,6.2,8.0,8.5,28.0,34.0,11.4,3.21,5.0
2015,1626217,Chris Walker,PF,80.75,81.25,208.0,86.75,108.0,5.1,9.0,9.0,30.5,37.0,11.25,3.35,6.0
2015,1627361,Dez Wells,SG,75.0,76.0,208.8,81.5,100.5,8.1,8.75,9.75,31.5,39.0,10.56,3.2,15.0
2015,1626210,Alan Williams,PF,79.25,80.25,261.4,85.75,106.5,12.0,8.5,9.5,25.5,28.5,12.26,3.5,8.0
2015,1626159,Justise Winslow,SF,76.5,78.5,221.8,82.25,104.5,5.3,8.5,9.25,,,,,
2015,1626174,Christian Wood,PF,81.25,82.5,216.0,87.25,111.5,14.7,9.25,10.75,,,,,
2015,1626153,Delon Wright,PG,76.25,77.5,181.4,79.5,101.5,6.6,8.0,8.5,29.5,31.0,11.16,3.29,4.0
2016,1627758,Ron Baker,SG,75.25,76.25,212.4,81.75,97.5,7.85,8.75,9.5,30.0,35.5,10.77,3.45,
2016,1627735,Wade Baldwin IV,PG,74.5,76.0,201.8,83.25,100.0,5.2,9.0,9.75,32.5,38.0,10.45,3.19,
2016,1627760,Cat Barber,PG,73.5,74.75,173.0,77.5,95.5,4.5,8.0,8.5,,,,,
2016,1627736,Malik Beasley,SG,75.5,76.5,189.8,79.0,100.5,6.9,8.5,9.0,,,,,
2016,1627761,DeAndre Bembry,SG-SF,76.25,77.75,206.6,81.25,101.0,7.0,8.0,9.25,32.0,38.0,10.9,3.17,
2016,1627791,Ben Bentil,PF,79.25,80.25,229.2,85.5,105.0,9.7,9.5,10.0,29.0,33.0,11.16,3.3,
