Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Harrison Barnes,29.0,PF,77,77,2580,0,0,50,50,1,-6.7,-3.6,46,50,41,15,186,18,451,50,48,,SAC,2022
2.0,De'Aaron Fox,24.0,PG,59,59,2084,100,0,0,0,0,-4.5,2.0,89,53,73,13,170,32,785,48,48,,SAC,2022
3.0,Davion Mitchell,23.0,PG,75,19,2076,67,33,0,0,0,-5.9,-1.0,71,28,62,5,30,26,759,9,41,,SAC,2022
4.0,Tyrese Haliburton,21.0,SG,51,51,1757,18,78,4,0,0,-5.8,-0.6,78,17,29,6,43,4,882,13,26,,SAC,2022
5.0,Buddy Hield,29.0,SG,55,6,1574,0,31,66,3,0,-5.2,0.4,47,28,50,5,22,3,250,4,31,,SAC,2022
6.0,Chimezie Metu,24.0,C,60,20,1279,0,0,0,84,16,-5.7,-0.3,23,25,38,9,45,8,146,7,29,,SAC,2022
7.0,Richaun Holmes,28.0,C,45,37,1074,0,0,0,0,100,-5.9,-0.6,18,18,73,13,43,4,118,17,18,,SAC,2022
8.0,Damian Jones,26.0,C,56,15,1017,0,0,0,0,100,-8.6,-4.2,22,16,71,15,66,7,167,21,18,,SAC,2022
9.0,Maurice Harkless,28.0,SF,47,24,863,0,2,75,24,0,-4.5,1.2,12,6,36,7,13,2,54,3,9,,SAC,2022
10.0,Donte DiVincenzo,25.0,SG,25,1,665,5,66,28,2,0,-4.3,1.3,28,15,21,1,14,12,202,1,5,,SAC,2022
11.0,Marvin Bagley III,22.0,PF,30,17,663,0,0,1,92,8,-2.9,3.1,4,4,32,7,24,5,45,9,21,,SAC,2022
12.0,Justin Holiday,32.0,SG,25,25,641,0,64,32,4,0,-8.2,-3.2,15,4,28,1,8,14,88,1,7,,SAC,2022
13.0,Alex Len,28.0,C,39,10,620,0,0,0,0,100,-5.4,0.1,14,11,55,12,28,2,118,7,13,,SAC,2022
14.0,Trey Lyles,26.0,PF,24,20,547,0,0,4,95,1,-6.8,-1.6,9,5,17,4,34,4,72,9,16,,SAC,2022
15.0,Terence Davis,24.0,SG,30,11,536,0,47,51,3,0,5.6,12.8,16,5,33,5,19,2,92,8,12,,SAC,2022
16.0,Domantas Sabonis,25.0,PF,15,15,504,0,0,0,20,80,-3.4,2.3,19,20,23,8,37,0,217,12,9,,SAC,2022
17.0,Tristan Thompson,30.0,C,30,3,455,0,0,0,0,100,-5.7,-0.2,2,9,20,14,23,0,44,4,19,,SAC,2022
18.0,Jeremy Lamb,29.0,SG,17,0,322,25,58,17,0,0,-3.6,2.0,8,3,6,0,12,2,70,6,4,,SAC,2022
19.0,Jahmi'us Ramsey,20.0,SG,19,0,134,27,66,7,0,0,-9.3,-4.0,0,4,4,1,6,0,16,0,3,,SAC,2022
20.0,Josh Jackson,24.0,SF,12,0,123,0,10,77,13,0,-9.0,-3.7,4,3,9,2,11,4,12,3,5,,SAC,2022
21.0,Neemias Queta,22.0,C,15,0,120,0,0,0,0,100,-2.4,3.1,1,1,8,3,8,0,12,1,3,,SAC,2022
22.0,Louis King,22.0,SF,10,0,104,0,8,56,35,1,-14.7,-9.5,0,0,7,0,5,2,21,1,1,,SAC,2022
23.0,Robert Woodard II,22.0,SF,12,0,42,0,0,48,52,0,12.5,18.2,0,1,3,0,1,1,7,0,2,,SAC,2022
24.0,Justin Robinson,24.0,PG,3,0,15,100,0,0,0,0,-67.5,-62.3,0,1,2,0,0,0,5,0,1,,SAC,2022
25.0,Emmanuel Mudiay,25.0,PG,2,0,11,100,0,0,0,0,-16.4,-11.0,1,0,1,0,1,0,9,0,0,,SAC,2022
26.0,Ade Murkey,24.0,SG,1,0,1,0,0,100,0,0,-16.7,-11.2,0,0,0,0,0,0,0,0,0,,SAC,2022
,Team Totals,,,82,82,19807,20,20,20,20,20,-5.5,-0.3,527,327,742,146,849,152,4642,234,389,,SAC,2022
