Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Kentavious Caldwell-Pope,28.0,SG,77,77,2329,1,51,48,0,0,-4.5,-3.1,50,37,66,6,62,30,327,15,22,,WAS,2022
2.0,Kyle Kuzma,26.0,PF,66,66,2204,0,0,3,85,12,-5.6,-5.3,73,48,71,19,98,6,554,25,34,,WAS,2022
3.0,Deni Avdija,21.0,SF,82,8,1984,0,7,69,24,0,-0.7,5.2,55,20,104,4,50,2,387,11,39,,WAS,2022
4.0,Corey Kispert,22.0,SF,77,36,1801,0,35,62,2,0,-0.1,5.8,21,13,48,7,26,6,198,6,20,,WAS,2022
5.0,Daniel Gafford,23.0,C,72,53,1444,0,0,0,0,100,-6.7,-5.4,22,22,112,15,76,4,166,30,38,,WAS,2022
6.0,Bradley Beal,28.0,SG,40,40,1439,16,83,1,0,0,-3.2,0.1,73,38,49,9,85,16,623,16,32,,WAS,2022
7.0,Raul Neto,29.0,PG,70,19,1372,90,10,0,0,0,-2.5,1.2,53,15,44,5,45,22,519,14,24,,WAS,2022
8.0,Spencer Dinwiddie,28.0,PG,44,44,1330,64,36,0,0,0,-4.1,-1.3,48,9,38,10,63,7,604,12,26,,WAS,2022
9.0,Montrezl Harrell,28.0,C,46,3,1117,0,0,0,0,100,1.7,6.9,20,16,41,10,100,12,218,30,20,6MOY-9,WAS,2022
10.0,Rui Hachimura,23.0,PF,42,13,943,0,0,19,77,5,-5.8,-3.4,11,10,22,3,33,1,125,8,16,,WAS,2022
11.0,Aaron Holiday,25.0,PG,41,14,663,100,0,0,0,0,-6.6,-4.0,19,10,27,1,15,7,187,3,10,,WAS,2022
12.0,Ish Smith,33.0,PG,28,0,615,100,0,0,0,0,-4.8,-1.8,26,13,31,1,2,5,354,1,11,,WAS,2022
13.0,DÄvis BertÄns,29.0,PF,34,0,501,0,0,0,81,20,-4.9,-1.9,8,3,27,2,6,4,37,1,0,,WAS,2022
14.0,Kristaps PorziÅÄ£is,26.0,PF,17,17,479,0,0,0,3,97,-2.4,1.0,14,5,24,7,49,2,114,8,11,,WAS,2022
15.0,Anthony Gill,29.0,PF,44,0,463,0,0,16,77,7,8.3,13.1,9,3,36,4,26,6,64,4,12,,WAS,2022
16.0,Thomas Bryant,24.0,C,27,9,439,0,0,0,0,100,-9.1,-6.6,9,1,29,6,19,0,52,4,7,,WAS,2022
17.0,TomÃ¡Å¡ SatoranskÃ½,30.0,PG,22,10,416,68,32,0,0,0,-0.9,2.6,19,3,17,1,10,5,258,1,5,,WAS,2022
18.0,Isaiah Todd,20.0,PF,12,0,74,0,0,12,63,25,-20.0,-17.0,3,1,4,0,2,0,9,0,3,,WAS,2022
19.0,Cassius Winston,23.0,PG,7,0,39,59,41,0,0,0,-13.9,-10.8,2,1,5,0,1,0,16,0,1,,WAS,2022
20.0,Jordan Schakel,23.0,SG,4,0,30,4,85,11,0,0,3.3,6.6,1,0,0,0,1,1,0,0,2,,WAS,2022
21.0,Vernon Carey Jr.,20.0,C,3,0,27,0,0,0,17,83,-44.0,-41.0,0,1,2,1,5,0,0,2,0,,WAS,2022
22.0,Brad Wanamaker,32.0,PG,1,1,27,100,0,0,0,0,28.5,32.0,0,0,1,0,2,0,16,1,0,,WAS,2022
23.0,Joel Ayayi,21.0,SG,7,0,20,20,51,29,0,0,0.2,3.5,0,0,0,0,0,0,11,0,2,,WAS,2022
24.0,Craig Sword,28.0,SG,3,0,19,34,66,0,0,0,14.5,17.8,0,1,4,0,0,0,3,0,0,,WAS,2022
25.0,Greg Monroe,31.0,C,2,0,18,0,0,0,0,100,18.9,22.2,2,0,1,0,0,0,2,0,2,,WAS,2022
26.0,Alize Johnson,25.0,PF,3,0,18,0,0,39,61,0,-3.8,-0.5,1,1,0,0,1,0,0,1,2,,WAS,2022
27.0,Tremont Waters,24.0,PG,1,0,8,100,0,0,0,0,27.2,30.5,0,0,1,0,0,0,0,0,0,,WAS,2022
28.0,Jordan Goodwin,23.0,SG,2,0,6,48,52,0,0,0,-100.0,-96.8,0,0,1,0,0,0,0,0,0,,WAS,2022
29.0,Jaime Echenique,24.0,C,1,0,3,0,0,0,0,100,-25.0,-21.7,0,0,0,0,0,0,0,0,0,,WAS,2022
,Team Totals,,,82,82,19828,20,20,20,20,20,-3.3,-0.1,539,271,805,111,777,136,4844,193,339,,WAS,2022
